1,206
2,142
3,203
4,138
5,196
6,69
7,184
8,19
9,147
10,151
11,128
12,183
13,175
14,108
15,204
16,189
17,157
18,162
19,215
20,7
21,182
22,161
23,138
24,227
25,137
26,24
27,15
28,210
29,42
30,235
31,148
32,195
33,216
34,124
35,177
36,205
37,146
38,186
39,212
40,66
41,178
42,173
43,162
44,191
45,250
46,66
47,186
48,17
49,214
50,170
51,248
52,56
53,49
54,184
55,224
56,148
57,144
58,23
59,177
60,191
61,190
62,181
63,91
64,89
65,17
66,77
67,199
68,194
69,138
70,167
71,174
72,180
73,132
74,138
75,164
76,83
77,48
78,169
79,158
80,236
81,28
82,170
83,142
84,70
85,155
86,222
87,204
88,143
89,92
90,166
91,235
92,179
93,147
94,39
95,251
96,137
97,140
98,165
99,195
100,39
101,84
102,44
103,188
104,199
105,194
106,28
107,48
108,119
109,206
110,160
111,163
112,202
113,206
114,152
115,11
116,64
117,171
118,12
119,196
120,110
121,182
122,226
123,230
124,12
125,60
126,110
127,138
128,173
129,235
130,105
131,179
132,123
133,34
134,19
135,206
136,217
137,202
138,178
139,200
140,221
141,205
142,167
143,216
144,167
145,202
146,203
147,140
148,208
149,185
150,237
151,85
152,225
153,142
154,219
155,117
156,74
157,28
158,134
159,61
160,169
161,175
162,154
163,58
164,179
165,66
166,216
167,108
168,147
169,165
170,26
171,121
172,130
173,218
174,154
175,217
176,35
177,180
178,182
179,133
180,174
181,230
182,28
183,172
184,242
185,199
186,139
187,213
188,204
189,194
190,226
191,46
192,193
193,147
194,190
195,210
196,206
197,109
198,171
199,206
200,176
