1,89
2,106
3,95
4,30
5,79
6,87
7,77
8,90
9,101
10,84
11,70
12,34
13,80
14,69
15,91
16,3
17,96
18,100
19,31
20,103
21,91
22,95
23,98
24,102
25,70
26,29
27,98
28,80
29,5
30,49
31,84
32,46
33,14
34,111
35,45
36,97
37,124
38,94
39,100
40,105
41,62
42,47
43,79
44,46
45,27
46,104
47,81
48,41
49,97
50,82
51,80
52,16
53,84
54,100
55,62
56,98
57,90
58,46
59,100
60,37
61,5
62,73
63,59
64,65
65,89
66,110
67,14
68,99
69,41
70,108
71,97
72,78
73,101
74,73
75,119
76,102
77,60
78,108
79,92
80,92
81,75
82,95
83,74
84,115
85,107
86,5
87,106
88,45
89,107
90,94
91,104
92,93
93,80
94,99
95,101
96,106
97,104
98,1
99,110
100,42
101,53
102,28
103,36
104,63
105,112
106,95
107,58
108,89
109,112
110,78
111,4
112,111
113,87
114,85
115,88
116,54
117,96
118,12
119,119
120,104
121,93
122,113
123,111
124,88
125,1
126,91
127,82
128,107
129,75
130,118
131,90
132,112
133,99
134,99
135,108
136,98
137,85
138,87
139,93
140,87
141,94
142,33
143,89
144,114
145,102
146,8
147,106
148,78
149,95
150,48
151,115
152,73
153,62
154,42
155,118
156,109
157,87
158,79
159,70
160,112
161,66
162,83
163,89
164,94
165,74
166,96
167,87
168,68
169,50
170,25
171,110
172,108
173,101
174,111
175,109
176,114
177,75
178,107
179,108
180,84
181,79
182,62
183,92
184,111
185,35
186,60
187,114
188,73
189,69
190,118
191,96
192,96
193,90
194,98
195,102
196,91
197,19
198,82
199,103
200,104
