1,31.06,509.88,1
2,23.96,509.42,1
3,27.52,510.44,1
4,42.3,2130.19,2
5,47.95,2139.03,2
6,53.78,2138.26,2
7,64.21,2138.26,2
8,76.01,2141.75,2
9,75.52,2134.93,2
10,102.13,2139.03,2
11,85.61,2139.03,2
12,121.17,4994.12,3
13,125.46,2140.46,2
14,125.02,2137.47,2
15,126.38,2133.11,2
16,126.15,2135.8,2
17,134.08,2137.47,2
18,159.37,2139.03,2
19,127.92,2137.47,2
20,121.27,2136.65,2
21,146.93,2138.26,2
22,136.72,2134.03,2
23,154.73,2134.93,2
24,164.28,2141.75,2
25,134.58,2129.17,2
26,133.12,2133.11,2
27,179.91,4992.03,3
28,179.68,2138.26,2
29,170.43,2130.19,2
30,246.77,4961.52,3
31,272.02,4985.52,3
32,286.17,2137.47,2
33,309.2,4846.6,3
34,266.92,4992.03,3
35,242.68,2139.76,2
36,329.68,4978.67,3
37,331.94,9028.0,4
38,323.28,9129.69,4
39,303.39,4945.65,3
40,299.39,2141.12,2
41,295.0,4914.13,3
42,306.81,4928.82,3
43,336.75,14357.56,5
44,324.03,9041.48,4
45,326.36,4942.91,3
46,348.67,4976.32,3
47,366.85,4971.51,3
48,306.34,4983.27,3
49,364.67,9080.01,4
50,376.34,4996.17,3
51,333.99,2139.76,2
52,367.6,4964.06,3
53,335.46,2139.03,2
54,314.81,9096.11,4
55,316.79,4940.14,3
56,329.87,4920.08,3
57,357.83,4978.67,3
58,367.96,4994.12,3
59,377.04,14391.32,5
60,323.54,4976.32,3
61,395.31,4989.9,3
62,378.55,4976.32,3
63,369.09,4978.67,3
64,382.34,4966.58,3
65,300.57,8920.61,4
66,433.95,4980.99,3
67,330.69,4992.03,3
68,411.74,4994.12,3
69,362.17,9071.71,4
70,335.9,4931.69,3
71,375.43,4992.03,3
72,416.97,4985.52,3
73,360.84,4958.95,3
74,369.24,4980.99,3
75,333.49,4964.06,3
76,311.42,5002.05,3
77,403.57,14145.21,5
78,460.46,8872.9,4
79,526.51,13968.03,5
80,418.45,8856.57,4
81,424.91,18342.17,6
82,1175.28,143578.2,17
83,3331.03,142896.9,16
84,4555.06,96204.84,19
85,9742.37,522686.53,33
86,12940.05,263701.68,22
87,15421.04,538495.0,32
88,27739.38,921877.94,41
89,46375.76,1424161.12,54
90,51132.47,1506172.52,55
91,45324.88,1400774.82,53
92,81977.72,1612064.67,59
93,135438.67,2020794.92,64
94,133835.48,2035072.58,73
95,176145.84,1909997.5,68
96,151748.38,2065019.82,91
97,182247.61,1982122.9,85
98,223754.56,3322568.34,98
99,256615.28,2785859.92,98
100,393279.23,6253405.1,105
